review,sentiment
"I love this movie/short thing. Jason Steele is amazing! My favorite parts are The French Song and in the opening title when the spatula soldier yells "" SPOONS!"" I crack up every time. I would recommend this movie to Knox Klaymation fans, and people who enjoy Jason Steele's other movies. His style of animation is very original. It takes a few views to notice the detailed backgrounds. His humor is also hilarious, and is definitely not something you'd hear before. Like Max the deformed Spatula who has a sound and light system in his head that beams colorful lights and happy music whenever he talks about his miserable life. This is a wonderful animation to watch anytime any where.",positive
"Roy Rogers (as Roy) and sidekick Raymond Hatton (as Rusty) join Teddy Roosevelt's ""Rough Riders"". Soon, they get suspended in order to ""Round-up"" the killer of partner Eddie Acuff (as Tommy) along the Mexican-U.S. border; they discover creepy gold runners in the process. Notice how, even suspended, Mr. Rogers is able to get the Rough Riders to join in his Round-up! <br /><br />This is not one of the better Roy Rogers westerns. The fighting scenes look like choreographed dances. Rogers sings/yodels ""Ridin' Down the Trail"", one of two relatively ordinary songs; and, a stand-out moment, overall. <br /><br />** Rough Riders' Round-up (3/13/39) Joseph Kane ~ Roy Rogers, Raymond Hatton, Lynne Roberts",negative
"there are three kinds of bad films - the cheap, the boring, and the tasteless. the only really bad movies are boring and tasteless. <br /><br />boring films are just, well, boring - if you don't leave quickly enough, you fall asleep.<br /><br />tasteless films actually have their defenders; but the fact remains that they are masturbatory aids for very sick people.<br /><br />only the cheap bad films are really funny, because the filmmakers wanted to make their films so desperately, they way-over-reached beyond their abilities and available resources.<br /><br />Bo Derek is just naturally boring and tasteless; fortunately, fate and a lack of funds and skill redeem her by making her seem cheap as well. this film is hilarious and it may well be the last really funny-bad film ever made.<br /><br />i first saw this in a theater, may god forgive me; i was laughing so hard i was rolling off my seat, and so too with most of the rest of the audience.<br /><br />it's clear that Derek and her husband-promoter, conceived of this film as, partly, a satire; unfortunately, the dereks clearly lacked any of the necessary resources to pull that off; consequently, the 'satirical' element comes off as some school-girl's impression of some gay young man's impression of frank gorshin's impression of the riddler in batman trying to pretend he's robin - it doesn't fly over our heads, it has no clue where any human head might be.<br /><br />on the other hand, there are some supposedly serious moments in this film - it is supposed to be an action film, remember - that are so astoundingly cheesy, one wonders if someone squirted spoiled milk in one's eye.<br /><br />as for Derek's infamous tendency to reveal her breasts - i can't imagine a less erotic nudity photographic display, she is so weird looking with those broad shoulders, i can't imagine what any one ever saw in her.<br /><br />as for the plot - such as it is - well, it isn't; Derek chases around Africa, and god alone knows why. then her father - Harris - pretends to act in some maniacal puppet-show, and then of course there's the hunk'o'Tarzan that seems to have wondered in from advertisement without knowing that the subject's changed - probably because he hasn't seen a script - apparently no one has.<br /><br />negligible camera work, shoddy editing - if it weren't for the 3-way with the chimp, the film would be unbearable -<br /><br />as it is, it's a real hoot.",negative
"This movie is gorgeous. It's real and down to heart, but at the same time totally crazy. The characters are easy to fall in love with, because they have so many different minds, but each of us could refer to at least on. In Canada, we don't have many movies from Eastern Europe, and for the few I have seen, Loners is one of the best. It's very funny, and magic. If you want to see something new and refreshing, go see Loners.",positive
"I just purchased An Zhan (Running out of time) on DVD and it was an excellent film I must say. Not really action-packed, in terms of gun play, but definitely exciting and witty. I do not think I have seen Andy Lau in better form. And the editing on this film was very well executed. Go watch this now if you are a fan of Lau or HK thiller/action film!",positive
"This film limps from self indulgent moment to self indulgent moment, promising to develop into something worth hanging on for. But it doesn't. It's flat, self conscious, unimaginative and tedious.<br /><br />A series of set images and backdrops don't make a film, they make a calendar. This kind of pitiful socialist pseudo drama documentary (""It's TRUE it REALLY happened"") not only fails to entertain, it fails to convince, so it doesn't even function as social history. Clichés co-mingled with bad acting make this a film very difficult to finish, the amusement factor wearing off fairly quickly. The characters are one dimensional, never developing to the extent that one feels for them. The director's ego is the largest character in this film.",negative
".. is the Princess Bride meets... well Trainspotting. But wait, really, it's a good combination! This was definitely one of the better movies I've seen in a long time... it has the kind of witty dialog I associate with The Princess Bride or Cemetery man, along with the disgusting scenes of violence of a horror movie... the heroic feel of Princess Bride combined with the (this is odd) lack of any really good guys that Trainspotting had.<br /><br />I'm not saying it was as GOOD as the Princess Bride, but it was in the arena, and it rocked. Some of the dialog transcends pleasing to brilliant, the plot is interesting, the characters - while SLIGHTLY anacronistic - are anacronistic not due to their intrinsic nature (there WERE flamboyantly gay people in the 18th century, contrary to a previous reviewer's remarks) but just in a bit of the language they used. The anachronisms made it fun, though, and NOT cheesy and easily dismissed.<br /><br />If you've ever read any Simon R. Green, or Gleen Cook's Garrett series, you know EXACTLY what this movie is. Check it out. It's great.",positive
"Although the film is the adaptation of the French play (forgot the name - sorry), it is a wonderful portrayal of the cheerful side of Georgian character. This film will make you to burst into laughter and will fill your heart with warm sadness. It will display the overwhelming love of life along with human eccentricities.",positive
"Well, since it's called Porno Holocaust and directed by Joe D'Amato, I went into this film expecting sleaze...and while I somewhat got it, Porno Holocaust was a massive disappointment as it's just so damned BORING. The title suggests that the film will feature porn, and that's not wrong - Porno Holocaust is pretty much just porn, and most of it is just the same stuff over and over again, I was fast forwarding before the end. The first sex scene is between two women and it got my hopes up, but after that it just degenerates into normal porn, and the rest of the film (for the first hour!) is made up of talking, and you can imagine how much fun that is to sit through! The plot focuses on a deserted island where, believe it or not, something strange is going on. Naturally, it's not long before a group of people - made up of a few men and some scientists, who all happen to be sexy women, land on the island. They have sex a few times and some strange things happen, then over an hour later they're attacked by a mutant zombie creature with an eye for the ladies...<br /><br />This must have seemed like a good idea for an original porno - a zombie who likes to get it on, but unsurprisingly it doesn't work well at all. The film clocks in at just ten minutes short of the two hour mark, and that is far too long for a film like this. I have no idea why Porno Holocaust is as long as it is; if they'd just snipped one minute out of every sex scene, the film would have been under ninety minutes, and that would have made it much more tolerable! The zombie takes what seems like an eternity to appear (it's quite a long time before there's a sex break long enough for them to actually travel to the island in the first place), and when it does finally appear, it's a huge disappointment! I realise that this is low budget B-movie trash, but D'Amato surely could have tried a bit harder and come up with something better than this! I'm not even going to bother mentioning the acting, atmosphere etc, there's no point. Porno Holocaust is basically just your average dull porn flick with a slight sprinkling of horror, and I can't recommend it!",negative
"My Architect is a great film about Nathaniel Kahn's search for himself via the legacy of his famous Architect father, Louis Kahn, dead since 1974. The film builds slowly, but perfectly, and what starts out as a seemingly lost fortysomething's identity crisis unfolds into a beautiful tale with much deeper meaning with regard to the importance of love, loss, family and perhaps more importantly, our life's work.<br /><br />I had never heard of Louis Kahn prior to this film, although I was vaguely familiar with some of his work. Through the words (both good and bad) of Louis Kahn's colleagues, you get a very good sense of what Nathaniel must have felt as memories are recalled and stories retold. Sometimes it seemed as though these people were telling Nathaniel how to feel about his father. As I listened to each recollection, my own opinion of this man would range from beautiful to horrible, sometimes in the span of a moment, so you get a good feel for the rollercoaster that Nathaniel's emotions must have been riding.<br /><br />The final sequence in Bangladesh totally made the film for me. The reverence of which the people of Bangladesh spoke of Louis Kahn's work tied all the loose ends together nicely for me, and, hopefully, for Nathaniel.<br /><br />I think Nathaniel Kahn finally found what he was looking for.",positive
"Weak Bobby ""Pineapple Salsa"" Flay and Mario Batali bring this down.<br /><br />Flay being the worst. Definitely a one trick pony, I think they could have gotten other American chefs to come to the table on this one as the Iron Chefs. The kind of dishes this duo come up with really...don't reflect on the creativity of the original Iron Chef Series. I don't think Batali even went to chef school, actually. There are a lot of great chefs in America, I just wonder why they don't appear on the Food Network.<br /><br />It would also help to have more regional ingredients and perhaps co-hosts who can handle the pressure. I like Alton Brown, but he is a bit too flippant/funny for this role.",negative
"This movie was terrible...How can somebody even think that this movie was like the ones back in the ""good old days"" when Tim Thomerson was not even in it. And to make things worse, they used clips from old trancer movies. Thats just terrible. NO trancer movie is complete without Tim Thomerson.I love Fullmoon films, and i have been watching them since i was 4 years old. I have been through everything they have done and this movie almost made me lose it. Now i got a couple of lines to fill so i will keep going. Their way of breeding new trancers is completely stupid as well as way to send Jack back in time. What happened to the TCL Chamber. AND finally! What happened in the end of trancers 5 where lina says and i quote ""Jack Has given me something special"" AND her and some other broad looks at her stomach. I don't know...maybe a BABY is in there. There were so many other places of going to, but fullmoon S'd the Bed",negative
"In Iran, women are not admitted to soccer games. Officially it's because they are to be spared from the vulgar language and behavior of the male audience. But of course it is about sexism. Women are lower forms of human beings.<br /><br />Some brave girls oppose this and try to get into the stadium by using different tricks. They are caught by soldiers and hold in a kind of cage, until the police will come and pick them up.<br /><br />Despite the insane situation, this is a film with lots of humor. It's also encouraging to see how people always find different ways of fighting oppression. You'll get touched at the same time as you have lots of laughs. Good job by director Jafar Panahi. This is in many ways a heroic comedy.",positive
"This is a very touching movie. This is a story about a special bond between a child and his grandfather. A villager (Arun Nalawade) brings his grandson, Parashuram, to the city to get his eyes treated. But comes to know that Parashuram (Aswin Chitale) has some rare cancer of eyes and has to undergo an operation and will lose both his eyes. The movie is all about the emotions and the turmoil both them go through and how they accept the whole thing. The movie avoid any melodrama and tells this story in a simple way. Though the movie is in Marathi, language is not a barrier at all.It proves that to make good movie you do not need item songs, superstars and usual masala. Excellent performances. This is India's entry for Oscars 2004. Hope it gets the nomination at least. Would rate 10/10.",positive
This was an incredibly stupid movie. It was possibly the worst movie I've ever had the displeasure of sitting through. I cannot fathom how it ranks a rating of 5 or 6.............,negative
"Dick Tracy is one of my all time favorite films. I must admit to those that haven't seen it. You will either really love it or really hate it. It came out a year after the success of Batman. So everyone's expectations were so high that many were let down simply because the plot is so simple. But its based on a comic strip...what did you expect? Creatively, this movie is amazing! The sets, make-up, music, costumes, and the impressive acting make this film fantastic. The film has bloodless violence and no bad language - that's something rare these days. Directed, produced, and stars Warren Beatty as the ace crime fighter going up against Al Pacino's evil Big Boy Caprice and his mob of thugs. Madonna steals the show as the seductive Breathless Mahoney. This is one of the best characters Madonna has ever played. She has the best one liners I've heard! Madonna fans would love it! One of the coolest things about the film is that they only used seven colors to make it look like a comic strip. This film is truly a piece of artwork that is sadly overlooked by the public. To sum things up, this film brings out the child in all of us. It's a film that will leave you smiling at the end.",positive
"This is a snuff movie. I'm shocked it is even considered to be in the IMDb library. And, Bill, Julia, and all other ""professional"" actors involved should be ashamed to be part of this sick flick. I thought I was going to view a somewhat classic horror film with a creative end that writers like to invent....that usually make no sense when writing a horror film, but as a viewer, we try to rationalize and understand. This ending was not creative. It was sick and has all the earmarks of a snuff movie. I am shocked it was edited to this ending, and more shocked that it will be out for distribution by the end of June 2009. It should not be shown in a theater. It is harmful to innocent minds on many levels....watch the movie, the ending, and you will understand this statement. Plus, included in the plot is a sweet little girl ""not yet 9"" her character says. She is not in the snuff ending, but she is an integral part of the movie. Why do directors feel they need to shock with a sick flick in order to get recognition? The director is in the wrong line of work if she thinks this is an art film.",negative
"The first series of Lost kicked off with a bang... literally and slowly decreased in pace. This may have put some viewers off and people who started to watch halfway through would either be bored or just plain confused. <br /><br />I would advise people new to the world of Lost to simply watch from the beginning and don't get pt off by the slower episodes. The acting throughout is excellent but why have 5 series' planned... WHY??? All this means is that there will be no answers for at least 4 years, oh well, i'll keep watching if it keeps the tension up and dialogue flowing.",positive
"I went into this film expecting a slasher, and while Mute Witness does take influence from said style of film-making, this is much more than just your average slash flick. There are a number of thrillers that focus on a certain disability - blindness is more common (Blind Terror, Wait Until Dark, Cat o'Nine Tails to name a handful), but the implications of having a mute lead in a thriller such as this are well portrayed, and actually integral to the plot as the fact that the lead character can't speak is often the reason why she finds herself in dangerous situations that would be easy for anyone else to get out of. Our mute witness is Billy Hughes, a make-up artist working on a horror film production at a studio in Moscow. She finds herself locked in after hours one night, and after attempting to phone her sister for help, she stumbles upon what at first appears to be the making of an illicit sex flick, but soon turns out to be a snuff movie! She tries to convince the authorities of what she's seen, but finds that no one believes her story...<br /><br />Recently Hostel made the headlines for showing snuff movie making in a foreign country, but this film did it first and actually does a better job. It's maybe not quite as nasty as Eli Roth's opus, but the gore is more effective, and since director Anthony Waller (who went on to direct one of my favourite modern thrillers with 'The Guilty') implements a good sense of humour into the proceedings, Mute Witness is both sufficiently gory and fun to watch. The director certainly has a talent for crafting suspenseful thrill rides, as this one never stands still. The plot is put into action quickly, and Waller constantly introduces plot twists which give a big helping hand to the overall entertainment value of the film. The acting isn't bad for a B-movie, with young performers Marina Zudina, Fay Ripley and Evan Richards delivering good performances. The atmosphere is gritty, and the Russian locations are suitably unfriendly, which helps the film to retain a foreboding atmosphere. Overall, Mute Witness is a much better film than you might expect it to be. The plot flows well, and the atmosphere and tension are spot on.",positive
"This Columbo episode is probably noted more for the director, Steven Spielberg, as one of his early films. It should be looked at for Jack Cassidy's role as the murderer who kills his partner in writing to maintain his lifestyle. Jack Cassidy would appear in a later Columbo. After all, Columbo meets his match in Jack Cassidy's character. He is a mystery writer who plots to perform the perfect murder. After his first murder, his next victim would be the annoying general store owner/widow who would blackmail him for money. Rather than losing more money, he kills her. It is very entertaining to watch Cassidy and Falk as always. Falk's familiarity as Columbo makes him watchable after viewing this episode repeatedly over the years. What television today forgets about the success of years is that people will want to watch the shows again and again if they like the characters. It's not about who does it, how and why, it the familiarness of Columbo and his likability which scores high with viewers like myself.",positive
"The Emperor and the Assassin (w/English Subtitles) at 161 minutes is long, but the time is packed with a story that barely fits into it. Golden hued palace scenes and dusty yellow panoramas of Chinese landscapes background a true story of China's unifying King, circa 300 BCE. An intricate plot with a myriad twists and turns is played out with excellent portrayals by the cast. King Qin's simple wish for a unified Empire for his common people is fulfilled, but not without treachery, plots and counter plots and oh yes, bodies. Lots of bodies. This epic story of China's beginnings is a great way for Westerners to glimpse little known Asian history. Emperor Qin's legacies include the thousands of life-size terra-cotta figures which are still being excavated today. As an historical person, this film makes it clear that Emperor Qin should be regarded along with George Washington, Napoleon Bonaparte, Alexander the Great, Genghis Khan and Julius Caesar, to name a few of the world's greatest conquerors/statesmen. I highly recommend seeing The Emperor and the Assassin, especially on the big screen.",positive
"Liv Tyler. Liv Tyler. Liv Tyler. Yeah it's hard to keep your mind off this fetching beauty (giving an radiantly picture-perfect performance), as she simply has tongues wagging. 'One Night at McCool's' is a dementedly quirky and raunchy black comedy with old-fashion shades tied in to its familiar, but smartly crafted and chaotic narrative which has three men lusting after the one women and she's milking it to her advantage. When you see Tyler, no wonder why they are infatuated and would do anything that's anything to see 'her' happy and living 'her' dreams. Just like Tyler, there's something rather intoxicating about this feature in that we see the likes of Matt Dillon, John Goodman, Paul Reiser (who's great) and especially Michael Douglas (who plays the hired assassin with cool-ease, but a questionable hairdo) really having a good time with their roles. The consuming plot opens up with the main three characters (Dillon, Goodman and Reiser) telling their story of how they came to encounter this divine presence and the eventual affects that she's having on them to lead to an insane climax. There's an unpredictable chain of events (ranging from fruity to sensual), where everything would virtually tie in together with a certain ironic (snowball) twist of fate for the characters (that see them leaving their reserved comfort zone to fulfill this girl). Howard Zwart's direction is colorfully zippy balancing the script's quick-fire gags and frenetically fun, if complicated situations. One of the best under-the-radar comedies in the last decade, which will have you under Tyler's thumb.",positive
"A few minutes in: ""NOT credible. What idiot wrote this?"" <br /><br />But, ""What's going on...who's the bad guy...then there's that Rebecca De Mornay."" Time passes....<br /><br />THE END.<br /><br />""NOT CREDIBLE. What IDIOT actually watched the whole *@#! thing!""",negative
"Sorry - this movie is just a cheap TV-Production. I saw very much promotion Material and expect a professionell Movie like ""Stormriders"" - what i was presented was a Low-Budget-Movie like ""XENA"" or ""Hercules"" on TV. No Atmosphere, very boring, more then worse Fight-Scenes. Some good ideas - not more. I hope i will get the Chance to make a movie like this and then i show how to do such a movie!!!<br /><br />My ASIAN-Tips: ""MUSA - THE WARRIOR"", ""STORMRIDERS"", ""SHAOLIN SOCCER"", ""BATTLE ROYAL"", ""VERSUS"", etc.<br /><br />Sorry for my bad English!",negative
"These are excerpts from a nine-page ""Memo to Mr. Cohn from Mr. Welles"", written after Orson had seen studio mogul Harry Cohn's edited version of the picture (he took an hour out): <br /><br />""...The preview title music was written by a first rate composer, George Antheil. Although not written for our picture at all, this temporary title music had an atmosphere of darkness and menace combined with something lush and romantic which made it acceptable...The only musical idea which seems to have occurred to this present composer (Heinz Roemheld) is the rather weary one of using a popular song--the ""theme""--in as many arrangements as possible. Throughout we have musical references to ""Please Don't Kiss Me"" for almost every bridge and also for a great deal of the background material. The tune is pleasing, it may do very well on the Hit Parade--but Lady from Shanghai is not a musical comedy...Mr. Roemheld is an ardent devotee of an old-fashioned type of scoring now referred to in our business as ""Disney"". In other words, if somebody falls down, he makes a ""falling down"" sound in the orchestra, etc., etc...If the lab had scratched initials and phone numbers all over the negative, I couldn't be unhappier about the results...Just before I left to go abroad, I asked Vi (Viola Lawrence, the editor) to make a cut which would involve dropping the near accident with the taxi-cab and also quite a bit of dialogue. I am convinced that this would have been an excellent cut...saving much needed footage in the slow opening sequence (this was not done, accounting for the main weaknesses of the film's opening reel)...There is nothing in the fact of Rita's diving to warrant a big orchestral crescendo...What does matter is Rita's beauty...the evil overtones suggested by Grigsby's character, and Michael's bewilderment. Any or all of these items might have inspired the music. Instead, the dive is treated as though it were a major climax or some antic moment in a Silly Symphony: a pratfall by Pluto the Pup, or a wild jump into space by Donald Duck...There is no sound atmosphere on the boat. A little wind and water is sorely missed. There's no point in photographing a scene on a real boat if you make it sound as though it all happened in front of a process screen...At the start of the picnic sequence...in the temporary score, we used a very curious, sexy Latin-American strain...This has been replaced with a corny ""dramatic"" sequel--bad stock stuff...This sort of music destroys that quality of strangeness which is exactly what might have saved Lady from Shanghai from being just another whodunit...There is a big musical outburst after Grigsby's line, ""I want you to kill him."" This is absurd...The Hawaiian guitar music which comes out of the radio...was supposed to be corny enough to make a certain satirical point. As it stands now, it's on about the same level as the rest of the scoring. Nobody in the audience could possibly suspect that we're kidding...The aquarium scene needs more echo. ""Please Don't Kiss Me"" is in again!...A bad dubbing job and poor scoring has destroyed the character of Michael's run down the pier. From the gunshot through to the phone call, a careful pattern of voices had been built up with the expenditure of much time and effort. For some reason, this has all been junked in favor of a vague hullabaloo. As a result, the whole sequence seems dull...The audience should feel at this point, along with Michael, that maybe they are going crazy. The new dubbing job can only make them feel that maybe they're going to sleep...The gun battle with the breaking mirrors must not be backed with music...The closing music again makes reference to ""Please Don't Kiss Me""...This finale is obvious to the point of vulgarity, and does incalculable injury to the finish of the picture.""<br /><br />All of these edits from Orson were ignored",positive
"I happened to see this movie twice or more and found it well made! WWII had freshly ended and the so-called ""Cold War"" was about to begin. This movie could, therefore, be defined as one of the best ""propaganda"", patriotic movies preparing Americans and, secondly, people from the still to be formed ""Western NATO block"" of countries to face the next coming menace. The movie celebrates the might of the US, through the centuries, while projecting itself onwards to the then present war, which had just ended. Nice and funny is the way of describing the discovering of the American Continent by Columbus and pretty the ""espisode"" of New Amsterdam and the purchasing of Manhattan from a drunk local Indian .. Must see it (at least once, for curiosity of fashion of propaganda through time)! :)",positive
"I really can't understand how could someone give this disgusting film more than 1 star... How can you like such a retarded film, where all the animal abuse scenes are real? I don't even want to imagine the excruciating pain those innocent and defenseless living beings felt in those horrific moments... Jesus... What kind of ''human'' would torture them like that for no reason, or just for money? I tell you, that director is either mentally retarded, or he's just a monster with a ''heart'' of stone. Or both. He truly deserves to get his hands cut off and burn alive.<br /><br />It contains various horribly barbaric scenes that may cause shock, especially to sensitive persons and children: a real frog is skinned alive, fish are sadistically mutilated and thrown back into the water, a dog is beaten, birds are thrown into the water...<br /><br />This movie is more than awful; it has to be the worst and most retarded film ever made, along with another one, called ''Cannibal Holocaust'' or something like that. I'll never watch or buy any film directed by this heartless monster. No one should waste their time watching it, especially when there are a lot of TRULY great movies out there, in which all the animal abuse scenes are staged.<br /><br />Fortunately, only a few people liked this - which is natural, since it's the worst film ever -, so it wasn't successful. I hope this will make the retarded director realize that such unjustified barbaric acts of extreme cruelty and violence to REAL animals will NEVER be praised, and that he will stage all the animal abuse scenes in his following films. I truly believe that everyone receives but what they give! There will be a day when all the retarded and cruel ''humans'' will feel the same pain they once inflicted to others.<br /><br />This, however, is probably my only ''negative'' review. I usually don't comment on a movie if I dislike it, but this time I just couldn't shut up. I had to speak the truth, because animal abuse must stop!",negative
"Great movie, enough laughs and action for any audience.<br /><br />Since the last person who posted on this movie took it upon themselves to call Woody Allen incestuous and not comment on the film, here I am.<br /><br />The film follows an unlikely duo, Johansson and Allen, as they follow a tip given to them by the ghost of a recently deceased English reporter. Their search takes them into the home of the killer, and eventually to a somewhat tragic end. But don't let the plot fool you, the film truly is hilarious and the acting is superb.<br /><br />It seems that as directors reach a certain age they really get things right. Clint Eastwood, Allen and Pollack all seem to making some of the most imaginative work of their respective careers. Also, from watching the movie in a pact theater, you can just tell that people really love Woody Allen and are ready for him to really make a comeback. The second he walked on screen audience lit up. There's just something about the man and he really shines in Scoop. <br /><br />Check it out, it's worth the trip.",positive
"The clichéd Polynesian males drink, fight and make a stream of sexist, stupid and unfunny remarks. Real life Polynesians are much funnier than these stereotyped, cardboard characters. The supposedly Samoan girl didn't look or act Samoan at all, seemed more like the stock white female who has sex with anyone on a whim. With weak as water story lines you can't say anything about the acting - even the most brilliant actors could do nothing with this script. It's sad to see Polynesian actors willing to play such sad stereotypes in a film with not one good scene, and only two or three 'jokes'. What a waste of Kiwi taxpayers' money, what a lost opportunity to make a great film about a vibrant community. It's better not to make movies if they're as bad and mindless as this.",negative
"This movie won a special award at Cannes for its acting and it's not difficult to see why. (A few spoilers - but for the ending, you'll have to watch the movie!) A simple story - in Moscow on the eve of war between Russia and Germany in WW II Veronika (Tatiana Samoilova) is in love with Boris (Aleksei Batalov) but they have a spat when she learns that he has enlisted in the army. Boris leaves for the front before Veronika can tell him she loves him. Boris is shot but his ultimate fate remains unknown to Veronika or his family. Mark, Boris' cousin, rapes Veronika who feels obligated to marry him. Degraded and demeaned by the cowardly Mark, Veronika clings to the hope that someday Boris will return. Superb camera-work and wonderful set pieces by director Kalatozov. (For anyone interested in film technique another movie by Kalatozov, I AM CUBA, has at least two superb set pieces - one of them a long tracking shot that begins with a funeral procession through the streets of Havana, rises two stories to a cigar factory, tracks though the window and follows the procession down a long, long avenue - all without a cut.) Superb acting, particularly by Samoilova and Vasili Merkuryev (as Boris' uncle) that is made all the more poignant by sheer understatement. A devastatingly romantic movie with a heart-stopping performance by Samoilova. (This movie is frequently linked with the other Russian classic Ballad Of A Soldier.)",positive
"I first saw this as a child living in East London. The scars of Hitlers Luftwaffe were all too evident and the landscape of the movie was reminiscent of our street. I remember having nightmares after seeing it. The odd thing is, it really hasn't dated if viewed as a piece of social history in Cinema fiction. <br /><br />Apart from a globally destructive war, the scale of the machines was badly awry, more Nano-Technology now, but overall, an excellent and well-crafted work. It was interesting to see how space travel was perceived back then. I would think that firing a spacecraft from a gigantic gun would almost certainly kill the astronauts. However, much was right. Mans desire for war, mans inhumanity to man. The means of war as a catalyst for development. <br /><br />",positive
"I saw this at the 2008 Palm Springs International Film Festival. There are some wonderful descriptions of this film from other commenter's here and they seemed to have really enjoyed it so I won't too far into giving a film synopsis but you could see a little of Woody Allen and maybe a little of Federico Fellini in this film's collection of some 50 short sketches or vignettes strung together with no real singular plot. A few of the vignettes are related to each other in their character and plot lines however and a a corner bar is used frequently as a central scene where they are always giving last call. The beginning and ending scenes have a common theme too that bookends the film. It took three years to film this and much of the time must have been spent on finding the plainest and homeliest looking people in all of Sweden to make the cast. This is Sweden's official submission for Best Foreign Language Film for the 2007 Academy Awards. It's a nice movie but hardly worthy of an official submission for best foreign film. Last year Sweden's official submission was the very weak Farväl Falkenberg and the year before it was expensive looking but dull ZoZo, so once again Sweden will have no chance in picking up the Oscar. This film has it's moments and would have made a good 20-25 minute short film but it gets a little old and cold for a full length feature film. Roy Andersson directs. Gustav Danielsson is the cinematographer. Editor Anna Märta Waern deserves a lot of credit for the work she must have put into this. Benny Andersson of ABBA fame provides an entertaining music score. It's an interesting film with a lot of dry humor and I did like it but It's nothing really special and could only give it a 7.0 out of 10.",positive
"Far from combining the best bits of Pontypool and 28 days this managed to ignore them. Whilst shamelessly copying them. (if that makes sense?) Pontypool was different and got progressively tenser, this just stinks. The Radio DJ, ""we must stay on air"" spends effectively no time on air. He sits on his bottom and watches the TV for news. This is by far the worst excuse for a zombie movie ever. Is there a single person in the USA or indeed the world who doesn't know what a zombie is? Or ever heard of the word ""zombie""? Well, by the 50th minute this bunch of misfits are still calling the zombies, ""the infected ones"" or the ones with ""rabies'. The word ""Zombie"" might make a guest appearance later, I could care less. Maybe there's a copyright where you have to pay to use certain words? Like the Bluetooth earphone is called ""the ear-thingy"" I kid you not! To finish, no plot + no acting = no-one cares. A waste of time, a shameless, poorly executed rip-off.",negative
"For years I thought this knockabout service comedy was a product of John Ford, especially with Victor McLaglen as one of the leads. It certainly has the same rough house humor that Ford laces his films with. <br /><br />To my surprise I learned it was George Stevens who actually directed it. Still I refuse to believe that this film wasn't offered to John Ford, but he was probably off in Monument Valley making Stagecoach.<br /><br />Victor McLaglen along with Cary Grant and Douglas Fairbanks, Jr., play three sergeants in the Indian Army who have a nice buddy/buddy/buddy camaraderie going. But the old gang is breaking up because Fairbanks is engaged to marry Joan Fontaine. Not if his two pals can help it, aided and abetted by regimental beastie Gunga Din as played by Sam Jaffe.<br /><br />The Rudyard Kipling poem served as the inspiration for this RKO film about barracks life in the British Raj. The comic playing of the leads is so good that it does overshadow the incredibly racist message of the film. Not that the makers were racist, but this was the assumption of the British there at the time, including our leads and Gunga Din shows this most effectively.<br /><br />The British took India by increments, making deals here and there with local rulers under a weak Mogul emperor who was done away with in the middle of the 19th century. They ruled very little of India outright, that would have been impossible. Their rule depended on the native troops you see here. Note that the soldiers cannot rise above the rank of corporal and Gunga Din is considerably lower in status than that.<br /><br />Note here that the rebels in fact are Hindu, not Moslem. There are as many strains of that religion as there are Christian sects and this strangling cult was quite real. Of course to those being strangled they might not have the same view of them as liberators. But until India organized its independence movement, until the Congress Party came into being, these people were the voice of a free India.<br /><br />But however you slice it, strangling people isn't a nice thing to do and the British had their point here also. When I watch Gunga Din, I think of Star Trek and the reason the prime directive came into being.<br /><br />Cary Grant got to play his real cockney self here instead of the urbane Cary we're used to seeing. Fairbanks and McLaglen do very well with roles completely suited to their personalities.<br /><br />Best acting role in the film however is Eduard Ciannelli as the guru, the head of the strangler cult. Note the fire and passion in his performance, he blows everyone else off the screen when he's on.<br /><br />Favorite scene in Gunga Din is Ciannelli exhorting his troops in their mountain temple. Note how Stevens progressively darkens the background around Ciannelli until all you see are eyes and teeth like a ghoulish Halloween mask. Haunting, frightening and very effective.<br /><br />It was right after the action of this film in the late nineteenth century that more and more of the British public started to question the underlying assumptions justifying the Raj. But that's the subject of Gandhi.<br /><br />Gunga Din is still a great film, entertaining and funny. It should be shown with A Passage to India and Gandhi and you can chart how the Indian independence movement evolved.",positive
"Milla stands out in this movie because of her personal sense of style and the way the clothes hang on her. I have learned to hate that crumpled little three-year-old face she makes whenever she pretends to cry. It makes any points she is trying to make as a serious actress drop off quickly. Of course, in a movie with a BALDWIN and Denise, she still shines as a mature actor person. David seemed to be doing Woody Allen by way of Howdy Doody. Not a single word or gesture in the entire movie seemed sincere or even sincerely acted. ""How Harry Met Sally"" and ""Two Weddings and Funeral"", even ""Sleepless In Seattle"" had scripts, locations and ACTORS. The script seemed to be a string of bad and crude gags separated by a LOT OF TALKING. The locations seemed to be within a few blocks of each other. There are only two actors in this dishrag of an indie flick, Milla and the lady who played the chick who was into the stars. I watched most of this through the first time with the sound off, just watching Milla. That subscript gag was old the first time I saw it and it's a silly rip off of a song in ""How to Succeed in Business Without Really Trying"".",negative
